ID,Tweet,Affect_Dimension,Intensity_Score,Cleaned_Tweet
2017-En-30190,"Riding at night has got to be one of the most exhilarating, refreshing things I have ever done.",valence,0.935,riding at night has got to be one of the most exhilarating refreshing things i have ever done
2017-En-21647,quentin i sait aps dire eastpak i dit aspak msk,valence,0.516,quentin i sait aps dire eastpak i dit aspak msk
2017-En-31031,@MarkDice Agreed.So tired of this nonsense . Soros must be elated.,valence,0.232,agreedso tired of this nonsense soros must be elated
2017-En-30507,@tunaeP_ cheer up☺️,valence,0.557,cheer up☺️
2017-En-31099,TheNiceBot: WSJNordics You make the world a more joyful place. #TheNiceBot #MPN #DemiLovato,valence,0.759,thenicebot wsjnordics you make the world a more joyful place
2017-En-21704,@slashersocial #horror H3LL I SURE DID!!! LOL\nHappy about this decision. :),valence,0.781,hll i sure did lolnhappy about this decision
2017-En-21471,"It's amazing how something gets stuck in your head, and you can't shake a memory...  Sometimes, I miss people a lot.  Wish they knew.",valence,0.532,its amazing how something gets stuck in your head and you cant shake a memory sometimes i miss people a lot wish they knew
2017-En-40518,"This pretentious dick in Night Gallery just fucking, used a towel to dry off his sink",valence,0.296,this pretentious dick in night gallery just fucking used a towel to dry off his sink
2017-En-41440,nooooo. Poor Blue Bell! not again. ,valence,0.2,nooooo poor blue bell not again
2017-En-20309,Girls with hairy arms scare me,valence,0.367,girls with hairy arms scare me
2017-En-22151,hi berniebrocialists of all genders: if I lived in a swingish state I would w/o hesitation vote Clinton &amp; would do so w/o 'supporting' her,valence,0.448,hi berniebrocialists of all genders if i lived in a swingish state i would wo hesitation vote clinton would do so wo supporting her
2017-En-40621,Jay Z and Brad Pitt cheated ..Bey stayed Angie left #cheaters #love #lust #sex #couples #relationships #date #marriage #divorce,valence,0.552,jay z and brad pitt cheated bey stayed angie left
2017-En-30046,I love how cheery and adoring @JackHoward gets every time he produces new content.,valence,0.806,i love how cheery and adoring gets every time he produces new content
2017-En-31536,Whatever you decide to do make sure it makes you .,valence,0.483,whatever you decide to do make sure it makes you
2017-En-30775,I need a bit of #GBBO to cheer me up after a terrible day!,valence,0.241,i need a bit of to cheer me up after a terrible day
2017-En-30031,@ADenkyirah Happy birthday! Hope you have a wonderful day filled with lots of joy and laughter &lt;3 (despite tumblr being a jerk- once again),valence,0.85,happy birthday hope you have a wonderful day filled with lots of joy and laughter despite tumblr being a jerk once again
2017-En-30129,@LiamJamesVernon love the optimism!! BLUE MOON!,valence,0.701,love the optimism blue moon
2017-En-30846,Somebody who has braved the storm is brewing. #cheerful,valence,0.774,somebody who has braved the storm is brewing
2017-En-11300,Beyoncé resentment gets me in my feelings every time. 😩,valence,0.222,beyoncé resentment gets me in my feelings every time 😩
2017-En-40933,@MariamVeiszadeh it's getting so close in your poll so many ignorant ppl. #depressing #painful something needs to change #BeTheChange ? How?,valence,0.086,its getting so close in your poll so many ignorant ppl something needs to change how
2017-En-30976,"@NoorBazzi14 lowkey I want to go just to chirp Anna LOL but say hi to Atkins for me!! One of my favourite coaches, he's smart and caring",valence,0.696,lowkey i want to go just to chirp anna lol but say hi to atkins for me one of my favourite coaches hes smart and caring
2017-En-30076,"Indian time it's already ur birthday @akshaymarwah22. Have a stupendous birthday. Wish you more success, laughter and lots of love. Hugs. x",valence,0.629,indian time its already ur birthday have a stupendous birthday wish you more success laughter and lots of love hugs x
2017-En-21806,@SimplyMayaMarie @STILLStanding_B 😂😂😂 y'all know I'm crazy its just shocking that's all,valence,0.645,😂😂😂 yall know im crazy its just shocking thats all
2017-En-30073,TheNiceBot: melbjs ;) Here is a smile and a wink from across the web. #TheNiceBot,valence,0.65,thenicebot melbjs here is a smile and a wink from across the web
2017-En-11184,What a fucking muppet.  @jRwild1  #stalker.,valence,0.233,what a fucking muppet
2017-En-30693,"Tend the sick, Lord Christ; give rest to the weary, bless the dying, soothe the suffering, pity the afflicted, shield the joyous;",valence,0.645,tend the sick lord christ give rest to the weary bless the dying soothe the suffering pity the afflicted shield the joyous
2017-En-11682,Like he really just fucking asked me that. ,valence,0.258,like he really just fucking asked me that
2017-En-10302,ESPN just assumed I wanted their free magazines #offended,valence,0.3,espn just assumed i wanted their free magazines
2017-En-31130,She'll be bribing her parents with hearty laughter and giggles :) #Loveet,valence,0.955,shell be bribing her parents with hearty laughter and giggles
2017-En-31248,There's a certain hilarity in people angry at protests against the national anthem or the flag when these acts are covered by 1st Amendment.,valence,0.569,theres a certain hilarity in people angry at protests against the national anthem or the flag when these acts are covered by st amendment
2017-En-40718,"Learning to trust God can quiet a troubled &amp; restless heart, bring peace to a weary soul, &amp; eliminate the hopelessness that #addiction is!",valence,0.65,learning to trust god can quiet a troubled restless heart bring peace to a weary soul eliminate the hopelessness that is
2017-En-30648,i mean i guess most of the mean ones are treated as like playful but i want to support yoosung without dating him ;___;,valence,0.45,i mean i guess most of the mean ones are treated as like playful but i want to support yoosung without dating him
2017-En-31306,@Cherie_Fitz it's being extremely playful,valence,0.613,its being extremely playful
2017-En-40995,@MarianKeyes the pout tips me over the edge. I am most definitely AGIN. Who the feic bakes with full make up and boots with heels!!!!,valence,0.571,the pout tips me over the edge i am most definitely agin who the feic bakes with full make up and boots with heels
2017-En-11429,@SharadK7 awaiting to see ur new avataar #rowdy #action #angry young man,valence,0.431,awaiting to see ur new avataar young man
2017-En-21188,"But I was so intrigued by your style, boy.Always been a sucker for a wild boy #alarm -@AnneMarieIAm",valence,0.567,but i was so intrigued by your style boyalways been a sucker for a wild boy
2017-En-20103,"A country that gave safe house to #Osama Bin #Laden is dangerous if not contained. #Pakistan is a #terror heaven, declare so @BanKimoon_amdg",valence,0.331,a country that gave safe house to bin is dangerous if not contained is a heaven declare so
2017-En-11000,@louiseannexx u fucked my house up I'll always hold a grudge,valence,0.19,u fucked my house up ill always hold a grudge
2017-En-31198,@B4caferacer I see things in  the clouds that others can't see so I can #elate,valence,0.638,i see things in the clouds that others cant see so i can
2017-En-11002,@ReadingFC @EFLCup - remind them 'Twenty's Plenty' #revenge!,valence,0.482,remind them twentys plenty
2017-En-31191,Come and join in with #cakeclubhour tomorrow afternoon from 3pm! #bizhour #chirp,valence,0.625,come and join in with tomorrow afternoon from pm
2017-En-21361,"But 'for me not to worry, they'll get a glass guy over and bill us for it'",valence,0.438,but for me not to worry theyll get a glass guy over and bill us for it
2017-En-41001,"@PriceSjrw5614 @Ren102e906 @slb42jcb @swoozyqyah THEN you do what you can and then BLOCK them, they're trying to discourage us",valence,0.321,then you do what you can and then block them theyre trying to discourage us
2017-En-30910,@GOT7Official @jrjyp happy birthday jin young!!!!!! #PrinceJinyoungDay  #happyjinyoungday #got7 #happy #birthday,valence,0.844,happy birthday jin young
2017-En-31487,"You got some dick recently right, you're happy, you're not sick and you're smiling. Life is good' 😭😭😭",valence,0.468,you got some dick recently right youre happy youre not sick and youre smiling life is good 😭😭😭
2017-En-30151,#ContentwiththeLordsPortion:O satisfy us early with thy #mercy;that we may #rejoice &amp; be glad all our days.#Ps 90:14 #gladness #joy ,valence,0.759,o satisfy us early with thy that we may be glad all our days
2017-En-40604,"@UltimateBoxer My heart because you left me for so long again\n\n*slight pout but it turned to a smile*\n\nheheh just kidding, no I'm fine-",valence,0.581,my heart because you left me for so long againnnslight pout but it turned to a smilennheheh just kidding no im fine
